lot,priority_score,path,route,title,kind,section,words,course_role,course_action,modules,audience_routes,narrative_status,narrative_signals,didactic_status,didactic_signals,consistency_band,review_flags,orientation_relations,explicit_orientation_reference,explicit_guide_reference,visual_status,visual_decision,visual_family,featured,svg_assets,accessible_svg,inline_images,missing_alt,current_h5p,interaction_candidate,interaction_technology,internal_links,cross_section_links,organization_needs
L5-navegacion-y-material-fuera-del-recorrido,4,recursos/_index.md,/recursos/,Recursos y herramientas,section,recursos,164,navegacion,conservar-como-navegacion,,,debil,1,parcial,5,sin-alerta-automatica,,agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,rediseñar-como-identidad-de-seccion,portada-generica-de-seccion,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,7,0,vincular-orientaciones|vincular-guia-por-audiencia
L5-navegacion-y-material-fuera-del-recorrido,4,recursos/links/_index.md,/recursos/links/,Recursos externos seleccionados,section,recursos,346,navegacion,conservar-como-navegacion,,,parcial,2,parcial,4,revision-dirigida,autoria-o-responsabilidad-de-la-ia-por-revisar,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,rediseñar-como-identidad-de-seccion,portada-generica-de-seccion,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,5,0,vincular-orientaciones|vincular-guia-por-audiencia
L5-navegacion-y-material-fuera-del-recorrido,4,recursos/videos/_index.md,/recursos/videos/,Videos y cursos abiertos,section,recursos,260,navegacion,conservar-como-navegacion,,,debil,0,parcial,4,sin-alerta-automatica,,verificacion-y-fuentes|etica-contexto-y-cuidados,false,false,solo-imagen-de-portada,rediseñar-como-identidad-de-seccion,portada-generica-de-seccion,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,6,0,vincular-orientaciones|vincular-guia-por-audiencia
L5-navegacion-y-material-fuera-del-recorrido,3,about.md,/about/,Acerca del proyecto,page,about.md,660,fuera-del-recorrido-inicial,no-incorporar-al-curso,,,debil,1,parcial,6,sin-alerta-automatica,,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,sin-visual,evaluar-si-necesita-portada,sin-featured-local,false,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,9,9,vincular-orientaciones|vincular-guia-por-audiencia
L5-navegacion-y-material-fuera-del-recorrido,3,ia-educacion/productos-de-aprendizaje/_index.md,/ia-educacion/productos-de-aprendizaje/,Productos de aprendizaje con IAG,section,ia-educacion,385,navegacion,conservar-como-navegacion,,,parcial,3,parcial,6,revision-dirigida,bloom-como-jerarquia-o-secuencia,agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|diseno-activo-hibrido,false,false,solo-imagen-de-portada,rediseñar-como-identidad-de-seccion,portada-generica-de-seccion,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,5,0,vincular-orientaciones|vincular-guia-por-audiencia
L5-navegacion-y-material-fuera-del-recorrido,2,ia-educacion/practicas/_index.md,/ia-educacion/practicas/,Prácticas con IA,section,ia-educacion,354,navegacion,conservar-como-navegacion,,,parcial,3,parcial,5,sin-alerta-automatica,,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido,false,false,sin-visual,evaluar-si-necesita-portada,sin-featured-local,false,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,4,0,vincular-orientaciones|vincular-guia-por-audiencia
L5-navegacion-y-material-fuera-del-recorrido,2,ia-educacion/tendencias/_index.md,/ia-educacion/tendencias/,Tendencias y políticas,section,ia-educacion,217,navegacion,conservar-como-navegacion,,,parcial,2,parcial,4,sin-alerta-automatica,,agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,rediseñar-como-identidad-de-seccion,portada-generica-de-seccion,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,2,0,vincular-orientaciones|vincular-guia-por-audiencia
L5-navegacion-y-material-fuera-del-recorrido,2,laboratorio/_index.md,/laboratorio/,Laboratorio de innovación docente,section,laboratorio,164,navegacion,conservar-como-navegacion,,,parcial,2,parcial,5,sin-alerta-automatica,,agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido,false,false,solo-imagen-de-portada,rediseñar-como-identidad-de-seccion,portada-generica-de-seccion,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,3,1,vincular-orientaciones|vincular-guia-por-audiencia
L5-navegacion-y-material-fuera-del-recorrido,2,laboratorio/integracion-ia/flujos-trabajo-docente-ia/index.md,/laboratorio/integracion-ia/flujos-trabajo-docente-ia/,Sigue uno de tres flujos docentes con IA y marca dónde decides tú,page,laboratorio,1323,fuera-del-recorrido-inicial,conservar-como-entorno-o-demostracion,,,parcial,4,robusto-candidato,8,revision-dirigida,deteccion-de-ia-requiere-mediacion|autoria-o-responsabilidad-de-la-ia-por-revisar,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,visual-explicativo-candidato,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,8,8,vincular-orientaciones|vincular-guia-por-audiencia
L5-navegacion-y-material-fuera-del-recorrido,2,laboratorio/practicas/_index.md,/laboratorio/practicas/,Prácticas pedagógicas,section,laboratorio,395,navegacion,conservar-como-navegacion,,,parcial,2,parcial,5,sin-alerta-automatica,,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido,false,false,solo-imagen-de-portada,rediseñar-como-identidad-de-seccion,portada-generica-de-seccion,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,6,1,vincular-orientaciones|vincular-guia-por-audiencia
L5-navegacion-y-material-fuera-del-recorrido,2,observatorio/estudios/_index.md,/observatorio/estudios/,"Estudios, encuestas y hallazgos",section,observatorio,377,navegacion,conservar-como-navegacion,,,parcial,2,parcial,3,sin-alerta-automatica,,verificacion-y-fuentes|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,rediseñar-como-identidad-de-seccion,portada-generica-de-seccion,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,4,0,vincular-orientaciones|vincular-guia-por-audiencia
L5-navegacion-y-material-fuera-del-recorrido,2,recursos/articulos/_index.md,/recursos/articulos/,Artículos y documentos,section,recursos,357,navegacion,conservar-como-navegacion,,,parcial,2,parcial,3,sin-alerta-automatica,,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,rediseñar-como-identidad-de-seccion,portada-generica-de-seccion,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,5,0,vincular-orientaciones|vincular-guia-por-audiencia
L5-navegacion-y-material-fuera-del-recorrido,1,formacion-docente/diseno-inverso-cocreacion-ia/_index.md,/formacion-docente/diseno-inverso-cocreacion-ia/,Diseño inverso y cocreación con IA,section,formacion-docente,567,navegacion,revisar-en-fase-editorial,,profesorado,parcial,3,robusto-candidato,7,sin-alerta-automatica,,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido,false,false,solo-imagen-de-portada,rediseñar-como-identidad-de-seccion,portada-generica-de-seccion,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,20,1,vincular-orientaciones|vincular-guia-por-audiencia
L5-navegacion-y-material-fuera-del-recorrido,0,ia-educacion/que-es-la-educacion-digital/index.md,/ia-educacion/que-es-la-educacion-digital/,¿Qué es la educación digital?,page,ia-educacion,2162,fuera-del-recorrido-inicial,no-incorporar-al-curso,,,parcial,4,robusto-candidato,8,sin-alerta-automatica,,agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,visual-explicativo-candidato,conservar-como-referencia,editorial-situada-o-conceptual-especifica,true,0,0,1,0,,sin-interaccion-obligatoria,Ninguna,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
